title,published_date,summary,official_url,rss_category,match_keywords,likely_appliance_recall
Baby quilted printed snowsuit,2026-06-17,"17 Jun 2026 Product description Snowsuit for babies with press studs. Affected colour range: CREAM BEARS PINK FLORALS SKU: 1922326, 1922327, 1922328, 1922329, 1922330, 1922331 1922334, 1922335, 1922336, 1922337, 1922338, 1922339. SKU is located on the care label. Reason the product is recalled The snaps fasteners on the snowsuits can detach during use. The hazards to consumers Risk of death or serious injury from choking if the snaps fastener detaches from the snowsuit and a child swallows it. What consumers should do Stop using affected snowsuits and keep out of reach of children. Return snowsuits to any Best and Less store for a full refund. Contact Best and Less for further assistance or information relating to this recall. Contact Best and Less call: 1300 135 766 from 9am to 8pm AEDT Monday to Friday, 9am to 6pm AEDT Saturday to Sunday excluding holidays. email: customerservice@bestandless.com.au visit: https://www.bestandless.com.au/",https://www.productsafety.gov.au/search-consumer-product-recalls/baby-quilted-printed-snowsuit,Clothing (daywear),1300 135 1922326 1922327 1922328 1922329 1922330 1922331 1922334 1922335 1922336 1922337 1922338 1922339 2026 6pm 766 8pm 9am aedt affected and any assistance babies baby bears best bestandless call can care child children choking clothing colour com consumers contact cream customerservice daywear death description detach detaches during email excluding fastener fasteners florals for friday from full further hazards holidays https information injury jun keep label less located monday out pink press printed product quilted range reach reason recall recalled,maybe
Replacement front lower control arm for Subaru vehicles,2026-06-16,"16 Jun 2026 Product description Replacement front lower control arm for Subaru vehicles: part numbers 435190, 435197, 435217, 435221, 435271 & 435272 batch numbers J25D, K25D & L25D purchase or fitment period 1st of January 2026 to 30th of April 2026. Reason the product is recalled Due to a manufacturing fault the lower ball joint can separate from the lower control arm during use leading to loss of vehicle steering control. Drivers may notice a knocking noise from the front of the vehicle during normal driving and/or cornering. The hazards to consumers Risk of serious injury or death from motor vehicle accident if the driver loses control because of the ball joint separation from front lower control arm. Incidents have occurred. What consumers should do Stop using your vehicle if you have an affected Subaru front lower control arm fitted. If you have not already been contacted by Pedders, then please contact your nearest Pedders Suspension & Brakes store to arrange fitment of a replacement part free of charge. If an affected lower control arm was purchased at Pedders Brake and Suspension or one of its authorised dealers and not fitted to your vehicle, then please return it to place of purchase for a replacement or refund. Do not fit to any vehicle. Contact Pedders Suspension & Brakes and ask for a member of the Quality Team who will provide further information for this recall. Contact Pedders Suspension and Brakes call: 1800 844 225 email: recall@pedders.com.au visit: www.pedders.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/replacement-front-lower-control-arm-for-subaru-vehicles,Car parts and accessories,1800 1st 2026 225 30th 435190 435197 435217 435221 435271 435272 844 accessories accident affected already and any april arm arrange ask authorised ball batch because been brake brakes call can car charge com consumers contact contacted control cornering dealers death description driver drivers driving due during email fault fit fitment fitted for free from front further have hazards incidents information injury its j25d january joint jun k25d knocking l25d leading loses loss lower manufacturing may member motor nearest noise,maybe
Mistral Barrel Cyclonic Vacuum Cleaner – sold at Bunnings,2026-06-10,"10 Jun 2026 Product description Mistral Barrel Cyclonic Vacuum Cleaner sold at Bunnings Model BVC 160 (1800W) Model BVC 165 (2400W) Reason the product is recalled Due to a manufacturing defect the vacuum’s motor can overheat while in use. The hazards to consumers Risk of serious injury from burns and/or property damage if the motor overheats and catches fire. Incidents of abnormal vacuum noise, unpleasant smell and smoke have occurred. What consumers should do Stop using affected vacuum cleaners immediately and disconnect from the power supply. Return the affected vacuum cleaner to any Bunnings Store for a full refund. Contact GSM Retail Australia Pty Ltd call: 1300 373 199 email: admin@gsmretailgroup.com visit: https://www.bunnings.com.au/help-support/product-recalls",https://www.productsafety.gov.au/search-consumer-product-recalls/mistral-barrel-cyclonic-vacuum-cleaner-%E2%80%93-sold-at-bunnings,Home electrical appliances,1300 160 165 1800w 199 2026 2400w 373 abnormal admin affected and any appliances australia barrel bunnings burns bvc call can catches cleaner cleaners com consumers contact cyclonic damage defect description disconnect due electrical email fire for from full gsm gsmretailgroup have hazards help home https immediately incidents injury jun ltd manufacturing mistral model motor noise occurred overheat overheats power product property pty reason recalled recalls refund retail return risk serious should smell smoke sold stop store supply support the,maybe
LCD Colour Drawing Writing tablet,2026-06-09,"9 Jun 2026 Product description LCD drawing tablet for children. Reason the product is recalled The tablet doesn’t comply with the mandatory standards for products containing button/coin batteries . The packaging is missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button or coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button/coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the tablet immediately and place out of reach of children. Contact Happy Gumnut via email and attach the completed Refund Form to receive a full refund. Contact Happy Gumnut Call: 0433 699 416 Email: happygumnut@gmail.com Visit: www.happygumnut.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/lcd-colour-drawing-writing-tablet,Button batteries,000 0433 2026 416 699 about action and any appropriate are attach australia available batteries battery bleeding bodies body breathing burn button call can centre child children choking coin colour com completed comply consumers contact containing dangers day death description develop died difficulty direct doesn drawing early email facility fatal for form from full gmail gumnut happy happygumnut has have having hazards hours immediately information injuries injury inserted inside internal jun lcd little lives mandatory medical missing not occur out,maybe
Miele WWG880 WCS washing machine,2026-06-05,"5 Jun 2026 Product description Miele 9kg W1 front loader washing machine with PowerWash, TwinDos, and Steam. Reason the product is recalled The spin cycle on affected appliances may operate with incorrect speed acceleration, which may affect the machine’s overall performance, causing the machine to move during operation. If the appliance is installed on a platform with 15cm height or more, and not secured with a mounting bracket, it can tilt off the platform and cause the appliance’s heating system to not be covered by water and overheat. The hazards to consumers Risk of serious injury and property damage if the appliance tilts off its platform, overheats and catches fire from the heating system not being covered by water. What consumers should do Stop using affected machines immediately if the machine starts moving from its installed position and switch it off with care. Miele will contact affected consumers to arrange a technician to visit and install the software update to the appliances and ensure any appliances used on a platform are correctly installed. All affected consumers will receive a bracket whether or not the appliance is currently used on a platform. Please contact Miele for further information or if you have not yet been contacted. Contact Miele Australia call: 1300 464 353 email: resolution@miele-support.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/miele-wwg880-wcs-washing-machine,Home electrical appliances,1300 15cm 2026 353 464 9kg acceleration affect affected all and any appliance appliances are arrange australia been being bracket call can care catches cause causing com consumers contact contacted correctly covered currently cycle damage description during electrical email ensure fire for from front further have hazards heating height home immediately incorrect information injury install installed its jun loader machine machines may miele more mounting move moving not off operate operation overall overheat overheats performance platform please position powerwash product,maybe
GV31 Portable mini projector,2026-06-05,"5 Jun 2026 Product description Portable personal mini projector with battery. Please see attached list of affected serial numbers. Reason the product is recalled The built-in battery may overheat during normal usage and pose a fire risk. The hazards to consumers Risk of serious burn injury and property damage if the battery overheats and catches fire. Incidents have occurred. What consumers should do Stop using the projector immediately and check the serial number. Contact BenQ to arrange to return the product for either: a free replacement with an upgraded GV32 model projector; or to have the battery replaced and firmware updated on the affected GV31 model projector. For more information or if you need further assistance relating to this recall, contact BenQ Australia. Contact BenQ Australia Pty Ltd Call: 1300 130 336 between 9am and 5:30pm AEST Monday to Friday Email: BQauService@BenQ.com Visit: https://www.benq.com/en-au/support/repair-service/gv31-recall-notification.html",https://www.productsafety.gov.au/search-consumer-product-recalls/gv31-portable-mini-projector,Smart and interconnected devices,130 1300 2026 30pm 336 9am aest affected and arrange assistance attached australia battery benq between bqauservice built burn call catches check com consumers contact damage description devices during either email fire firmware for free friday further gv31 gv32 have hazards html https immediately incidents information injury interconnected jun list ltd may mini model monday more need normal notification number numbers occurred overheat overheats personal please portable pose product projector property pty reason recall recalled relating repair replaced replacement return,maybe
Infinity Gauntlet Medal,2026-06-04,4 Jun 2026 Product description Collectable novelty medal that contains magnets. Customers finish virtual challenges through walking/running then collect a physical medal. Reason the product is recalled Small magnets can separate from the medal and become a choking hazard for young children. The hazards to consumers Risk of serious internal injuries or death if a child swallows more than one high-powered magnet as they stick together in the child’s intestine or other digestive tissue. Risk of serious injury or death from choking if young children try to swallow them. What consumers should do Stop using the medal immediately and keep out of reach of children Contact The Conqueror to arrange a replacement medal. Dispose of the medal safely in accordance with local regulations. Contact The Conqueror Email: support@theconqueror.events Visit: https://www.theconqueror.events/,https://www.productsafety.gov.au/search-consumer-product-recalls/infinity-gauntlet-medal,Jewellery and fashion accessories,2026 accessories accordance and arrange become can challenges child children choking collect collectable conqueror consumers contact contains customers death description digestive dispose email events fashion finish for from gauntlet hazard hazards high https immediately infinity injuries injury internal intestine jewellery jun keep local magnet magnets medal more novelty one other out physical powered product reach reason recalled regulations replacement risk running safely separate serious should small stick stop support swallow swallows than that the theconqueror them then they through tissue,maybe
Pool noodle (sold on TEMU),2026-06-03,3 Jun 2026 Product description Foam pool noodle sold on TEMU in various colours Reason the product is recalled This product does not comply with the aquatic toys mandatory standard . The product does not display the permanent warnings as required by the mandatory standard. The hazards to consumers Risk of serious injury or death from drowning if users are not aware of important safety information about the use of the product. What consumers should do Stop using the pool noodle immediately Contact TEMU seller QXSHomes via email to arrange a refund. Contact QXSHomes Email : qxshome@163.com Visit : https://www.temu.com/support-center.html,https://www.productsafety.gov.au/search-consumer-product-recalls/pool-noodle-sold-on-temu,Inflatable toys and flotation aids,163 2026 about aids and aquatic are arrange aware center colours com comply consumers contact death description display does drowning email flotation foam from hazards html https immediately important inflatable information injury jun mandatory noodle not permanent pool product qxshome qxshomes reason recalled refund required risk safety seller serious should sold standard stop support temu the this toys use users using various via visit warnings what with www,maybe
Stainless King™ Food Jars,2026-06-03,"3 Jun 2026 Product description Vacuum insulated stainless-steel steel food containers available in various colours and sizes. model no. SK3000 – 470ml/16oz Stainless King Food Jar model no. SK3020 – 710ml/24oz Stainless King Food Jar Only products supplied from July 2009 to December 2022 are affected by this recall. Current stock is not affected. Reason the product is recalled The stopper on affected products does not have a pressure release valve. Pressure may build up inside the container and may cause the stopper beneath the lid to eject forcefully when opened. The hazards to consumers Risk of serious injury from impact and lacerations if the affected stopper ejects while in use. Incidents have occurred in the United States resulting in injury, including 3 reports of permanent vision loss after being struck in the eye. What consumers should do Stop using affected products immediately. Check the underside of the stopper to see if it has a pressure relief feature. If the stopper does not have a pressure relief feature on the base, it is an affected product. The stopper is located beneath the stainless-steel lid. Contact Thermos to arrange a replacement stopper (expected to be available by July 2026). Consumers will need to provide their name, contact details, postal address and a photo of the underside of their affected stopper. When replacement stoppers are available, Thermos will ask consumers to safely dispose of the affected stopper and send a replacement stopper for each affected product at no cost, together with installation instructions. Do not use the affected product until the replacement stopper has been installed. Contact Thermos if you have any further questions or require assistance with the recall. Contact Thermos Pty Ltd Call: 1800 683 363 between 9:00am and 5:00pm (AEST), Monday to Friday Email: info@thermos.com.au Visit: https://www.thermos.com.au/contact-us/",https://www.productsafety.gov.au/search-consumer-product-recalls/stainless-king%E2%84%A2-food-jars,Kitchenware and containers,00am 00pm 16oz 1800 2009 2022 2026 24oz 363 470ml 683 710ml address aest affected after and any are arrange ask assistance available base been being beneath between build call cause check colours com consumers contact container containers cost current december description details dispose does each eject ejects email expected eye feature food for forcefully friday from further has have hazards https immediately impact incidents including info injury inside installation installed instructions insulated jar jars july jun king kitchenware lacerations,maybe
LCD 10 inch writing tablet,2026-05-28,"28 May 2026 Product description LCD tablet with Little Nation logo used for writing and drawing. Reason the product is recalled The tablet does not comply with the mandatory standards for products containing button/coin batteries . The battery isn’t secured, and children could access the button/coin battery. The product is missing warning information about the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the tablet immediately and place it out of reach of children. Dispose of the tablet safely by following the disposal instructions at Recycle Mate and take a photograph or video of the tablet going into the disposal container. Please ensure the photograph or video shows evidence of the recycling location, such as the disposal container or location signage. Contact Little Nation by email at support@littlenation.com with the subject line “Tablet Recall”, your order number and your evidence of disposal to receive a full refund. If you are unable to take a photograph at the recycling location, please contact Little Nation for further instructions. Contact Little Nation Email: support@littlenation.com Visit: https://lit",https://www.productsafety.gov.au/search-consumer-product-recalls/lcd-10-inch-writing-tablet,Button batteries,000 2026 about access action and any appropriate are australia available batteries battery bleeding bodies body breathing burn button call can centre child children choking coin com comply consumers contact container containing could dangers day death description develop died difficulty direct disposal dispose does drawing early email ensure evidence facility fatal following for from full further going has have having hazards hours https immediately inch information injuries injury inserted inside instructions internal into isn lcd line lit little littlenation lives,maybe
Kpop Demon Hunters 500mL Double Wall Stainless Steel Drink Bottle – sold at Officeworks,2026-05-27,"27 May 2026 Product description Kpop Demon Hunters branded 500ml double wall stainless steel drink bottle with soft spout in 2 designs: Huntrix and Saja Boys. Barcode number: 9330921215223, 9330921215230 SKU: KPDASH-21522, KPDASH-21523 Reason the product is recalled The spout may separate from the drink bottle, becoming a small part and a choking hazard. The hazards to consumers Risk of serious injury or death from choking if the drink bottle’s spout detaches and is swallowed. What consumers should do Stop using the bottle immediately and keep out of reach of children. Contact Zak Australia via email to arrange for a replacement lid for the bottle or return the bottle to your nearest Officeworks for a full refund. Contact Zak Australia Call: 03 8561 7333 Email: zakinfo@hottopic.com.au Visit: https://www.zakau.com.au/",https://www.productsafety.gov.au/search-consumer-product-recalls/kpop-demon-hunters-500ml-double-wall-stainless-steel-drink-bottle-%E2%80%93-sold-at-officeworks,Kitchenware and containers,2026 21522 21523 500ml 7333 8561 9330921215223 9330921215230 and arrange australia barcode becoming bottle boys branded call children choking com consumers contact containers death demon description designs detaches double drink email for from full hazard hazards hottopic https hunters huntrix immediately injury keep kitchenware kpdash kpop lid may nearest number officeworks out part product reach reason recalled refund replacement return risk saja separate serious should sku small soft sold spout stainless steel stop swallowed the using via visit wall what,maybe
Fire v Ice Air Hockey Table,2026-05-27,"27 May 2026 Product description Electric air hockey table that includes 2 pucks. The LED lighting puck, contains a button battery SKU: 559505 Item No. 04031 Barcode 4011796040312 Reason the product is recalled The product doesn’t comply with the mandatory standards for products containing button/coin batteries . The battery compartment isn’t secured with captive screws, and children could access the button/coin battery. The product is missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do 1. Stop using the LED light up puck and keep away from children. 2. Customers can return the light-up puck to receive a partial refund of $15 or return the table and light-up puck to receive a full refund. Contact Rebel Sport Call: 1300 654 502 (Mon – Fri 8am to 6pm AEST, Sat 9am to 5pm AEST) Email: customercare@superretailgroup.com Visit: https://www.rebelsport.com.au/",https://www.productsafety.gov.au/search-consumer-product-recalls/fire-v-ice-air-hockey-table,Button batteries,000 04031 1300 2026 4011796040312 502 559505 5pm 654 6pm 8am 9am about access action aest air and any appropriate are australia available away barcode batteries battery bleeding bodies body breathing burn button call can captive centre child children choking coin com compartment comply consumers contact containing contains could customercare customers dangers day death description develop died difficulty direct doesn early electric email facility fatal fire for fri from full has have having hazards hockey hours https ice immediately includes,maybe
2026 ACID Carbon Hybrid crank arm (ISIS),2026-05-26,"26 May 2026 Product description Crank arms supplied on e-bikes. Affected crank arms: #30884 (left) #30885 (right) 160mm, 165mm, 170mm, 175mm length Affected e-bike models: Cube AMS Hybrid ONE44 C:62 Pro 400X blackline Cube AMS Hybrid ONE44 C:68X TM 400X reedgreennmatrix Cube Stereo Hybrid ONE77 HPC AT actionteam Cube AMS Hybrid ONE44 C:68X SLX 400X nebulanblack Cube AMS Hybrid ONE77 C:62 TM reedgreennmatrix Cube Stereo Hybrid ONE77 HPC TM 800 reedgreennmatrix Reason the product is recalled The aluminium inserts from the carbon on the crank arms may suddenly detach from the crank body. The hazards to consumers Risk of serious injury or death if the crank fails while in use and causes the rider to crash the bicycle. What consumers should do 1. Stop using the e-bike immediately. 2. Return the e-bike to the place of purchase or an authorised Cube Bicycle distributor for a free repair. Cube Bicycle is offering two repair options: a) receive temporary aluminium cranks, which will be upgraded to carbon replacements when available in 12 months; or b) receive permanent aluminium cranks and a free e-bike light. 3. Contact Pedal Group for more information or if you require assistance with this recall. Contact Pedal Group Pty Ltd Call: 07 3726 0163 Email: warranty@pedalgroup.com",https://www.productsafety.gov.au/search-consumer-product-recalls/2026-acid-carbon-hybrid-crank-arm-isis,Bicycles and scooters (push),0163 160mm 165mm 170mm 175mm 2026 30884 30885 3726 400x 68x 800 acid actionteam affected aluminium ams and arm arms assistance authorised available bicycle bicycles bike bikes blackline body call carbon causes com consumers contact crank cranks crash cube death description detach distributor email fails for free from group hazards hpc hybrid immediately information injury inserts isis left length light ltd may models months more nebulanblack offering one44 one77 options pedal pedalgroup permanent place pro product pty purchase push reason,maybe
ANKO Chick Silicone Teether,2026-05-26,"26 May 2026 Product description Chick-shaped silicone teething toy. Kmart SKU: 43549351 Target SKU: 70985030 Reason the product is recalled The product may not comply with the mandatory standard for toys for children up to and including 36 months of age . Small parts may separate from the teether and become a choking hazard. The hazards to consumers Risk of serious injury or death from choking if children swallow small loose silicone components. What consumers should do Stop using the product immediately and keep out of reach of children. Thoroughly check the surrounding area for loose silicone pieces, remove and dispose of them. Return the product to the place of purchase for a full refund. Contact the place of purchase if you are unable to return the product or have sold or gifted it to another person. Contact Kmart Call: 1800 124 125, Monday to Friday 8am to 6pm (AEST) Online: https://www.kmart.com.au/contact-us/ Target Call: 1300 753 567, Monday to Friday 8am to 6pm (AEST) Online: https://www.target.com.au/help/contact-us",https://www.productsafety.gov.au/search-consumer-product-recalls/anko-chick-silicone-teether,Dummies and soothers,124 125 1300 1800 2026 43549351 567 6pm 70985030 753 8am aest age and anko another are area become call check chick children choking com comply components consumers contact death description dispose dummies for friday from full gifted have hazard hazards help https immediately including injury keep kmart loose mandatory may monday months not online out parts person pieces place product purchase reach reason recalled refund remove return risk separate serious shaped should silicone sku small sold soothers standard stop,maybe
Joolz Aer2 car seat adapter set,2026-05-26,"26 May 2026 Product description Car seat adapter set to connect an infant car seat to a Joolz Aer2 stroller chassis. affected products start with serial number NL311 Only the car seat adapter set is affected by this recall, not the Jools Aer2 stroller. Reason the product is recalled The car seat adapter set may fail to engage and connect properly with the spring-loaded pin on the Joolz Aer2 stroller. During use, the product can cause the car seat to detach from the stroller, tip forward and fall to the ground. This can occur even when the adapter appears to be locked in place. The hazards to consumers Risk of serious injury or death to infants if the car seat detaches and falls from the stroller while in use. Incidents have occurred. What consumers should do Stop using the car seat adapter set immediately. Contact Joolz to arrange for a refund of the car seat adapter set. Contact Joolz Call: 0433 063 337 Email: service.au@joolz.com Visit: https://service.joolz.com/s/car-seat-adapter-set-recall?language=en_GB",https://www.productsafety.gov.au/search-consumer-product-recalls/joolz-aer2-car-seat-adapter-set,Child car seats,0433 063 2026 337 adapter aer2 affected and appears arrange call can car cause chassis child com connect consumers contact death description detach detaches during email engage even fail fall falls for forward from ground have hazards https immediately incidents infant infants injury jools joolz language loaded locked may nl311 not number occur occurred only pin place product products properly reason recall recalled refund risk seat seats serial serious service set should spring start stop stroller the this tip use,maybe
LED Fairy Floss,2026-05-25,"25 May 2026 Product description LED light attached to stick inside fairy floss. Reason the product is recalled The light doesn’t comply with the mandatory standards for products containing button/coin batteries . The battery isn’t secured, and children could access the button/coin battery. The product is missing warning information about the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. An incident has occurred. What consumers should do Stop using the product immediately and keep out of reach of children. Return the product to An’s Big Fairy Floss to receive a full refund. Contact An’s Big Fairy Floss Call: 0451 778 676 Email: ansbigfairyfloss@gmail.com",https://www.productsafety.gov.au/search-consumer-product-recalls/led-fairy-floss,Button batteries,000 0451 2026 676 778 about access action and ansbigfairyfloss any appropriate are attached australia available batteries battery big bleeding bodies body breathing burn button call can centre child children choking coin com comply consumers contact containing could dangers day death description develop died difficulty direct doesn early email facility fairy fatal floss for from full gmail has have having hazards hours immediately incident information injuries injury inserted inside internal isn keep led light little lives mandatory may medical missing,maybe
3M™ PELTOR™ ComTac™ VIII Headset,2026-05-25,25 May 2026 Product description 3M™ PELTOR™ ComTac™ VIII Headset. Model numbers: 7100322593 MT14H418A-02 GREEN 7100321396 MT14H418A-02 GRAY 7100322310 MT14H418A-35 GREEN 7100321460 MT14H418A-38 GREY 7100321461 MT14H418A-38 GREEN 7100320872 MT14H418A-86 GREEN Units with manufacture dates (YYYY/DD) from 2025/11 (11th month 2025) to 2026/02 (2nd month 2026) may be affected. The manufacture date is located on the outside of the cup or the box label. Please see attached list below of manufacturing identification numbers for affected units. Reason the product is recalled The headsets may emit a very loud feedback noise (measured up to 106 dBA) through the headset speakers. The hazards to consumers Risk of serious injury from permanent tinnitus from the loud feedback noise. What consumers should do Stop using affected headsets immediately. Contact the distributor you purchased the product from to arrange for a credit or refund and instructions on product return. Contact 3M Australia Pty Limited Call 136 136 Visit https://www.3m.com.au/3M/en_AU/company-au/help-centre/,https://www.productsafety.gov.au/search-consumer-product-recalls/3m%E2%84%A2-peltor%E2%84%A2-comtac%E2%84%A2-viii-headset,Tools and machinery,106 11th 136 2025 2026 2nd 7100320872 7100321396 7100321460 7100321461 7100322310 7100322593 affected and arrange attached australia below box call centre com company comtac consumers contact credit cup date dates dba description distributor emit feedback for from gray green grey hazards headset headsets help https identification immediately injury instructions label limited list located loud machinery manufacture manufacturing may measured model month mt14h418a noise numbers outside peltor permanent please product pty purchased reason recalled refund return risk see serious should speakers,maybe
Fotopro Bluetooth shutter remote for mobile phone camera,2026-05-20,"20 May 2026 Product description Bluetooth remote shutter operator for mobile phone cameras BT-4 model contains button battery Reason the product is recalled The remote doesn’t comply with the mandatory standards for products containing button/coin batteries . The battery isn’t secured, and children could access the button/coin battery. The product is missing warning information about: the dangers of button/coin batteries to children what to do when a person suspects someone has swallowed or placed a button/coin battery inside any part of their body. The hazards to consumers Children are at risk of choking, severe internal burn injuries or death if they swallow or place button/coin batteries inside their bodies. Serious injury can occur in as little as 2 hours and the results can be fatal. In Australia, children have suffered serious injuries or died from swallowing button/coin batteries. If you suspect a child has swallowed or inserted a button or coin battery: Call Triple Zero (000) if your child is bleeding or having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. Early action can save lives. Do not wait for symptoms to develop. What consumers should do Stop using the remote immediately and keep out of reach of children. Contact Little Sun International Pty Ltd to arrange a refund or replacement. Contact Little Sun international Pty Ltd Call: 03 9833 3889 Email: sales@littlesun.com.au Visit: www.littlesun.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/fotopro-bluetooth-shutter-remote-for-mobile-phone-camera,Button batteries,000 2026 3889 9833 about access action and any appropriate are arrange australia available batteries battery bleeding bluetooth bodies body breathing burn button call camera cameras can centre child children choking coin com comply consumers contact containing contains could dangers day death description develop died difficulty direct doesn early email facility fatal for fotopro from has have having hazards hours immediately information injuries injury inserted inside internal international isn keep little littlesun lives ltd mandatory may medical missing mobile model,maybe
Metallic cake decorating powder – various colours,2026-05-15,"15 May 2026 Product description Metallic cake decorating powder in various colours: Rose Gold Fiery Copper Dior Gold Platinum Silver Champagne Gold The powders are used to decorate removable ornaments on cakes and are not supposed to be consumed. Reason the product is recalled These cake decorating powders may contain copper and zinc dust which can be toxic if inhaled or ingested. The hazards to consumers Risk of serious harm if the powder is inhaled or ingested. An incident has occurred resulting in the hospitalisation of a young child. If you suspect someone has inhaled or ingested one of these cake decorating powders: Call Triple Zero ( 000 ) if the person is having any difficulty breathing. Call the Poisons Information Centre immediately on 13 11 26, available 24 hours a day. They can direct you to an appropriate medical facility. What consumers should do Stop using these products immediately and keep out of reach of children. Return to the place of purchase for a full refund. Contact Crumb Australia for further information about this recall. Contact Crumb Australia Pty Ltd Call: 0458 686 858 Email: creativecakedecoratingau@gmail.com Visit: www.creativecakedecorating.com.au",https://www.productsafety.gov.au/search-consumer-product-recalls/metallic-cake-decorating-powder-%E2%80%93-various-colours,"Decorations, candles and novelties",000 0458 2026 686 858 about and any appropriate are australia available breathing cake cakes call can candles centre champagne child children colours com consumed consumers contact contain copper creativecakedecorating creativecakedecoratingau crumb day decorate decorating decorations description difficulty dior direct dust email facility fiery for full further gmail gold harm has having hazards hospitalisation hours immediately incident information ingested inhaled keep ltd may medical metallic not novelties occurred one ornaments out person place platinum poisons powder powders product products pty,maybe
LED soccer hover ball (small),2026-05-15,15 May 2026 Product description Children’s toy LED soccer ball that hovers on a cushion of air for use indoors only small size 5.5” soccer balls are affected Reason the product is recalled The batteries in the toy can overheat while in use. The hazards to consumers Risk of serious injury from burns and/or property damage from fire if the batteries overheat while in use. There have been reports from consumers of the product overheating or having a burning smell. What consumers should do Consumers should stop using the balls immediately and keep out of reach of children. Write “RECALLED” on the ball in permanent marker and submit a photograph of the marked ball to info@thekiddospace.com to receive a replacement soccer hover ball. Dispose of the ball in accordance with their local waste disposal requirements. Contact TheKiddoSpace for further information relating to the recall or for further assistance. Contact TheKiddoSpace Email: info@thekiddospace.com Visit: https://thekiddospace.shop,https://www.productsafety.gov.au/search-consumer-product-recalls/led-soccer-hover-ball-small,Novelty toys,2026 accordance affected air and are assistance ball balls batteries been burning burns can children com consumers contact cushion damage description disposal dispose email fire for from further have having hazards hover hovers https immediately indoors info information injury keep led local marked marker may novelty only out overheat overheating permanent photograph product property reach reason recall recalled receive relating replacement reports requirements risk serious shop should size small smell soccer stop submit that the their thekiddospace there toy toys,maybe
